const,const_lo,const_hi,lam1,lam1_lo,lam1_hi,amp1,amp1_lo,amp1_hi,sigma1,sigma1_lo,sigma1_hi,gamma1,gamma1_lo,gamma1_hi,lam2,lam2_lo,lam2_hi,amp2,amp2_lo,amp2_hi,sigma2,sigma2_lo,sigma2_hi,gamma2,gamma2_lo,gamma2_hi
1.0045277743470196,0.003087646182601045,0.0030227556201614103,10830.06185859673,0.019739318975553033,0.02167293328056985,0.2840530368949251,0.009031934178217016,0.009839815901694526,0.6854910668798273,0.021782641319207707,0.021520437885308885,0.017488179846672836,0.008536602024040683,0.02177118763257658,10833.123919533988,0.026757394984088023,0.023860762599724694,0.6294473355194989,0.049293001004618975,0.03611378716336633,0.10662849327717247,0.08796977393911748,0.25486642179622765,1.117609227030379,0.1578460041890416,0.07234240196928887
0.9976338503719394,0.002689018400102383,0.002671026071062621,10830.074823906209,0.019730301881281775,0.02042411858383275,0.28309638710063545,0.00881257023552029,0.009928549812425636,0.704447206745842,0.01978229504363138,0.02162311350319024,0.014422264099520497,0.005763232075094467,0.01668953437183033,10833.262517046946,0.02350672346256033,0.02076067347479693,0.5917481367217563,0.031750786964367284,0.030645501761452976,0.04056742462733351,0.028192055173123287,0.11872266407797116,1.0629224558547985,0.064509933887958,0.060366610978692004
1.0017814400769174,0.0025362708764237185,0.002720077037104307,10830.045555658333,0.018334907234020648,0.018602137748530367,0.26877925682644116,0.008728520525518868,0.008902391055832515,0.691195402858067,0.021672700585225635,0.018632437918981504,0.013018324042459062,0.004777077469187032,0.014977908519607685,10833.237193627756,0.024429477263765875,0.022699634057062212,0.7012870129290878,0.03408087897432144,0.037833501701017624,0.03148932259455342,0.02045677991845661,0.08180179291491665,1.2552056064821748,0.06431753743620083,0.06811855130129696
1.0013966849432605,0.002699428338996279,0.0025407836753099655,10830.069660486472,0.018500263493478997,0.01865928660481586,0.2859934258599647,0.008545768781039076,0.008447742260904945,0.7240492173484413,0.01852404242668859,0.018359808626938312,0.013274641134720273,0.005097116544443576,0.014327564856326306,10833.281585465653,0.021871128414204577,0.022722120505932253,0.6941916433582169,0.03318780254698872,0.03605543988536031,0.0404330571077216,0.02863047752749755,0.13617840053021005,1.2634066332537701,0.06741064175797273,0.06565592116260266
1.047501252064854,0.00808024972954402,0.008119768641378977,10829.9840877932,0.03396665200125426,0.03323088289835141,0.3255081742403231,0.018328674399027467,0.01994588637820427,0.7108812278202512,0.03787087082415941,0.0350509471883762,0.01997490299477022,0.010661933289063513,0.031018973083949457,10833.417931308533,0.06382009935077804,0.07363293086746125,1.2908428598241346,0.15319982434207002,0.15618247015877218,0.0690063875740278,0.05522495361284979,0.23781977983802202,1.9659900632360499,0.21228134418097655,0.2010841633784799
1.0103848246356317,0.006602131277956724,0.007204937894614405,10829.934654330511,0.03221782351283764,0.03265241867484292,0.3010056685411724,0.01787191668705046,0.023434056631834232,0.6169930811439693,0.041799672817265265,0.035802032802350614,0.03148893980616513,0.020682270924616407,0.08037688840388502,10833.241594039384,0.05816283590866078,0.06469341108640947,0.891661950986406,0.1197229224868609,0.11339698983990265,0.11658284516273708,0.10059183941589175,0.474847861544448,1.477460553203131,0.3065318298823434,0.19253149734322084
1.0012167888565326,0.004734996559953464,0.006534182371541464,10830.034715470309,0.023208582919323817,0.022542288912518416,0.31418060627312805,0.013612553278074035,0.014228804368923209,0.7194937953271927,0.025524181393732248,0.02513099934381058,0.022500981943793817,0.013066462697411059,0.039991639717153214,10833.272528499961,0.036042671288669226,0.03333313681287109,0.7006477044875412,0.08539183460336086,0.13833290084003758,0.695273777518473,0.5302009922546232,0.2227618669743503,0.9813055119314898,0.33744248203014415,0.47840608539015406
1.010184498025206,0.004408625454053627,0.004231578195222019,10830.07632011713,0.022961952721743728,0.024214949553424958,0.30728304657626176,0.01335064686663906,0.012437332707878779,0.7023294152301348,0.028635340495949402,0.026663125261805587,0.019961838456665323,0.010120842695167304,0.03470664010045599,10833.26786406829,0.038906398933249875,0.03656454387237318,0.8457347719967763,0.07237132631681265,0.06629041569532546,0.12377019490116833,0.10805433860167157,0.3355876052381861,1.4443244001867546,0.19854638001160518,0.11938998921997124
1.0125763503340632,0.005737156117902487,0.004881291061882731,10830.021479354004,0.019906146841094596,0.02056026280297374,0.32620450442161597,0.011656234614283889,0.012067910724055053,0.7172495350528623,0.022682749605117736,0.023048491195044818,0.01947035980003689,0.009799413759778055,0.028255941402743512,10833.313221203753,0.03272687088428938,0.030533827288309112,0.8419714705377144,0.11777937017044715,0.11180738851702077,0.5101460259322643,0.4727912938469365,0.28451950398658044,1.35241671773572,0.3736568120480931,0.3027628004784009
1.0127119318276838,0.004824087524095688,0.004040772717918362,10830.053229452713,0.01930534924576932,0.021021140002631,0.3229485439494266,0.013624029087858813,0.014909076913444508,0.7262664195613318,0.028037211908531257,0.02381306944478523,0.02138086175134877,0.011555245460657003,0.04222965111389471,10833.37117933431,0.036504866808172665,0.041165291469951626,0.8499797282911246,0.10902221815216162,0.0902662506803521,0.5352489730683053,0.48820998850615327,0.28965569124470725,1.4164703751855585,0.37466155568081083,0.2729743605354449
1.006936329808838,0.0031624865052333195,0.0030391233789448524,10830.047665471864,0.016560129612116725,0.01799998162096017,0.29861084766666535,0.009114376330843554,0.00868259916191605,0.6912339941115928,0.020358693020127494,0.018152939395626566,0.016579914081319577,0.007885136939810184,0.020255638010139333,10833.260547404905,0.02622968099421996,0.02757428469340084,0.8422598190077331,0.05074296085551999,0.04986200003184704,0.0793989850224402,0.0653122119629151,0.29294719318134044,1.4981518112297871,0.127980031711036,0.08710788099308231
1.0139858423673047,0.004937010375537509,0.0044983895083310355,10830.012267723789,0.019274856791525963,0.020792250557860825,0.3057001778429963,0.01261844930236955,0.012230009373738526,0.7014777611631602,0.025389924653662743,0.021023338176454187,0.018426856161696273,0.009635170826756887,0.027717172704995588,10833.308091059913,0.036669339391664835,0.04009495061291091,0.9014769329438195,0.0940355361871622,0.07675213443695894,0.19092831327609872,0.16962798318498398,0.4247714065480125,1.606684088584415,0.3015592369170037,0.1434372690304473
1.0058935167900445,0.004386747585808148,0.0037914433871168995,10830.097548373775,0.02319564663412166,0.02623657179356087,0.3001711112064936,0.01291312595151406,0.012227707210729577,0.7061626482346579,0.027227135990445128,0.023630746800171076,0.02143989994499171,0.01195366541906993,0.03919857858888735,10833.273629971254,0.03589354357245611,0.036986146895287675,0.8206753880830329,0.07724099751515745,0.061365085097432104,0.08229370012764112,0.06644309883245762,0.374390692365166,1.4409499548929574,0.22082267987449478,0.1046140065465817
1.006180833748576,0.004238579827468891,0.007127543758902899,10829.989306861888,0.019053895714023383,0.02225520926367608,0.33635923679867474,0.011522189063372379,0.012484160493210494,0.7204101257395132,0.019189202629379065,0.020000906058591728,0.01908541630453512,0.00981063943244422,0.028699271363191024,10833.224242846787,0.028692563610093202,0.032694531364541035,0.6452540598656562,0.06852701340850254,0.1586589137341745,0.8946918169197351,0.3503354521699493,0.15392844045576326,0.692592195547443,0.292238847843244,0.549409484040956
1.0114980927106,0.00680883136369137,0.004892624943047874,10830.041324507321,0.021686954856704688,0.024867067546438193,0.31387197117819843,0.013689524604789949,0.015718723325412798,0.7159358484989515,0.03662768217391288,0.028907433734448595,0.030833083126796754,0.018725387810171187,0.05628239046002484,10833.26273161806,0.03952886942897749,0.03436318044987274,0.855993479365317,0.142032816203587,0.08139200724838713,0.26675651980651816,0.24451703253661164,0.4970491634277401,1.4909922708071988,0.5023534589124018,0.15410203042247583
1.0146120499048368,0.00396543382989023,0.003588052223894911,10830.027027971571,0.021032669328633347,0.020294716787248035,0.32357858278084395,0.01110716029515496,0.010439502596445938,0.7349320750519013,0.021964787625544102,0.021510224042654014,0.0161617011523877,0.0074415780286667295,0.024447855558273432,10833.291302439518,0.02986604083343991,0.03150411789829377,0.8773902669004833,0.06240794609695122,0.06392727675703025,0.06370285961480915,0.04968137556913073,0.2558908709616422,1.5643771085533384,0.12373776293174377,0.10993020255131913
1.0051181281829287,0.0026854703006771175,0.0028619399229048437,10830.065172976128,0.019124428066788823,0.019412200645092526,0.3316790176377002,0.010012906801907195,0.010681119786121684,0.7443311610684445,0.02362660851800591,0.021192257017184968,0.020093710672039168,0.010904355382628822,0.030049479604490767,10833.420306024042,0.03456838169040566,0.034266442169609945,0.5601688531470321,0.04060595778656251,0.043937821987499626,0.0468329621641675,0.034442637188802715,0.14884490476962367,1.2918247856047684,0.09784257278552877,0.10236132169942525
1.0027707388492546,0.002467375309383124,0.0026539052849017253,10830.046715551576,0.017518737680802587,0.01741983724241436,0.3260171135236024,0.009577875704827876,0.009619682505103921,0.7358572518285547,0.02172221408242303,0.019387403396096348,0.017870417140523523,0.009048538969430477,0.02286314709961977,10833.301953101543,0.030873944857376046,0.02819263048513676,0.5221112175231379,0.02726773679664818,0.031543664641811464,0.043861343842435147,0.03078403430763591,0.13012469497137294,1.1880019221265419,0.06885656629100256,0.07264914166425052
1.006670125737185,0.0025910016128343205,0.0027101353094609593,10830.049068097378,0.016982599188850145,0.017404133857780835,0.3401793750670202,0.008825922566414124,0.009432578317323193,0.7186399785645188,0.01904063774430942,0.016976779142758303,0.01734669126134073,0.008471839610693484,0.02068456677656004,10833.390234707196,0.03137411053648975,0.031840001967793796,0.5553943921936701,0.036740534242027056,0.037228837195472986,0.07442986356450948,0.059767941256959625,0.22066039963936884,1.229100016019979,0.11019210106607935,0.08705155490169791
1.000597612165763,0.0026269000955043698,0.0028569240868270285,10830.078691201958,0.01605866354475438,0.01625285820045974,0.31449055860603997,0.00930990560778433,0.009311605224082808,0.721078649644711,0.018405766761386166,0.017078988943273865,0.01657719427942316,0.007910664303424698,0.02148827065718934,10833.362942859472,0.035863949757185765,0.0355762382314424,0.5479549647603789,0.03600066585476147,0.03736801844909243,0.05415389285183068,0.0401143793133662,0.15480154114235922,1.3256911568981045,0.09843763000027139,0.09371479923471093
1.007714941426305,0.0026420894047438637,0.0028134464038644946,10830.031453569249,0.015226442897983361,0.014725868768437067,0.2885730698871004,0.007171158484091167,0.007700620584956519,0.6931841012379389,0.016515831119918722,0.015303015060921465,0.011734463787119367,0.0038775470285628815,0.009272356895208094,10833.336667736796,0.028188045534989215,0.026652184355043573,0.8458363670074542,0.046456434004881086,0.048398832147930726,0.036541605245071884,0.02484852477736551,0.08338327602729295,1.6143375737370773,0.08366533047322289,0.08733040713079432
1.0083876717957914,0.002539500125083416,0.0023160670068300693,10830.025963532298,0.014371507428222685,0.015091022250999231,0.3001874046499205,0.007319665473390691,0.0078090944980945265,0.7042353196336599,0.015046814288203536,0.015892068165865303,0.013937095651525925,0.005670812630282464,0.015257953603329861,10833.332102126367,0.025977127283113077,0.02548384121109848,0.7632330116227946,0.036987866570587835,0.03517082819060602,0.0427430395243755,0.030765431566241914,0.1393475392927749,1.4484180231849861,0.07028647966640955,0.061555298215320686
1.006258164772345,0.0024267452999171546,0.002559803453498821,10830.032296694646,0.014941260405976209,0.014714359611389227,0.2817722554155667,0.006724931108813836,0.00702355544629768,0.6956730922558214,0.014683549590293277,0.01369933409929125,0.013825003001057025,0.005508573909818444,0.012991623064149097,10833.367260110963,0.027466653202282032,0.027476113880766206,0.7703894610538169,0.03848166230060013,0.042626812061120845,0.04008385239794285,0.028942817659854736,0.09279237224927109,1.5143366175022783,0.07236883452208187,0.07703707119629177
1.0118474095378955,0.002498992551376533,0.002670007808247332,10830.010883984418,0.01316986626079597,0.014704219087434467,0.31149579648305326,0.006976623479459654,0.007621626517935076,0.7102578180370493,0.013169463234110168,0.014479434661155088,0.013784406961219556,0.005646882037370883,0.015229366215545456,10833.324588425863,0.027603623499089736,0.02545459982502507,0.8324409218118225,0.038035847692117764,0.04462192903149054,0.03903809096178439,0.027522691530825684,0.11164324692551025,1.5614090025009393,0.07388842633383708,0.07709318146388511
1.000689606354096,0.0032424866605340608,0.0034773295132359827,10830.078489001931,0.01491876818727178,0.015454077549293288,0.27277707660667505,0.007686096110849194,0.009027483729097507,0.6455609916256111,0.014069888226418081,0.013964937878700678,0.013298449015977832,0.005206889570516442,0.015026419169524305,10833.277122342442,0.019306198752019554,0.01986903052784328,0.6953430795652965,0.06501074961816389,0.060813410012549696,0.40853220895369213,0.38450251059428364,0.173311044241514,1.0620587428118817,0.21822298951103847,0.19229795387810644
1.0077736443273961,0.0022418689397658564,0.0024798448005254325,10830.046579071026,0.013473477605657536,0.013242319917480927,0.2973790310072806,0.007486102501708336,0.007417449631299089,0.6779455449761348,0.01660827625295347,0.015502568851210263,0.01485279657763842,0.00631045431646819,0.01887691381586866,10833.319636850794,0.017352091752400156,0.01710445185926801,0.7584714224938717,0.031194029158447267,0.03208773011299837,0.04824708756901159,0.035105821438391735,0.18243311452220623,1.2322018877932857,0.06543001777943847,0.0502197820810224
1.0027733468552036,0.0038955645964799945,0.0031479866953258995,10830.041819321474,0.014571055633496144,0.014961739814680186,0.30273063290763214,0.007285644846129202,0.008105131634088103,0.6982182910173877,0.017251534098584154,0.014824392217729576,0.01470216318521081,0.00611849265724339,0.017190224681593376,10833.30533843243,0.019673318613058655,0.016335241718479665,0.720200390330295,0.0823926907103334,0.05669396481489475,0.3780968515814889,0.3376864774616357,0.21846633017915146,1.1340911637124487,0.2701185856247298,0.16147003525964676
0.9994523674053453,0.0026898369732205607,0.003363245086416722,10830.079871707083,0.015364929266070249,0.016113513445816352,0.31085458872878147,0.007783559870389978,0.008697034026460437,0.7124600776771559,0.01576699388620484,0.01578998476947424,0.014468931118635231,0.005970364452246827,0.01997999113853588,10833.335880926928,0.01686779485316947,0.015568119004456094,0.5785307392870523,0.0443523383095058,0.05812485033878967,0.659973326092365,0.1381270417984215,0.09254203428705687,0.6444152150613478,0.15962682491285046,0.2037100449331959
1.0128555384243567,0.0037555584220716476,0.0038036327108483814,10830.078829980288,0.021832742204423994,0.022111552232672693,0.33555852195561375,0.013162663586430923,0.015002919472687337,0.7364847579227383,0.030295414029413492,0.027051828447993698,0.02155591083061308,0.011496788778400553,0.04178357301503846,10833.39270238778,0.027252991574641783,0.03003208205336705,0.8415644085681634,0.0590539051843082,0.0520833298825516,0.114756561990113,0.09549547249210652,0.28707968743827594,1.2095919052061759,0.1601675564876821,0.0808605079720024
1.001695153508134,0.004387784510139325,0.004156874648288289,10830.06862587404,0.024330838348760153,0.02378429633427004,0.3221940564813286,0.011903150624291647,0.012686811099732853,0.711539728385715,0.027439016807085048,0.024590400319675965,0.021179148073594382,0.011757526623203928,0.037752789070686084,10833.343461122142,0.025611977920561912,0.027451591500721406,0.7639698551269274,0.08284401880611258,0.06086206062309618,0.28426969284199316,0.25873802010741137,0.26003107815914855,1.0827722786854963,0.28419858588772184,0.11428080256684359
0.9994832369359556,0.003917932440599126,0.004709399314870799,10830.100826162776,0.023317635774219525,0.024994017998324125,0.3049604126948606,0.011717928399642641,0.013380685757618194,0.7140599554153269,0.029223715484239743,0.0266749712887272,0.019552948122593724,0.010274756954043923,0.03617466411889082,10833.403410708892,0.028931426313647535,0.03009213448240189,0.6439702712783022,0.06765634535804255,0.09212180622091926,0.6598238979228419,0.195140124508267,0.12267079324281993,0.7168840929495592,0.22263595390495927,0.2866596735748381
1.0027006365674223,0.0034540890469978436,0.004021414226369702,10830.078968668315,0.02134495756945398,0.02035692589743121,0.3483351334992884,0.01175621551192052,0.011663265031145786,0.7426148605735055,0.020894615625595137,0.019863097140238373,0.017198814973330503,0.008256805702960656,0.021960461110309717,10833.362069630703,0.027849955580677488,0.024256947926915018,0.5714610427933224,0.04588335055004511,0.059157145143931666,0.8095822103192007,0.10953842315489015,0.07931868060357783,0.4126561443133897,0.16935804695588863,0.19785430507504953
1.005161346105393,0.004601756536184443,0.004338059302293473,10830.097366715963,0.019043980004425975,0.019607126250775764,0.3204014946678151,0.011460628235367198,0.012151587726210888,0.709281107315932,0.02465033928114635,0.021402938971953778,0.014967443617968108,0.006647225247861863,0.0246713613076666,10833.390099281027,0.026319780550693395,0.025555255568178836,0.6916978038081304,0.0773050135151464,0.09824229880767599,0.5308932391824883,0.4366062705776895,0.15088962884264978,0.8943069469108063,0.2332542104698384,0.3224835345812569
0.9967917413969958,0.0027346253629219053,0.004132112401928678,10830.096248615799,0.02114173272457265,0.019347845473021152,0.3362295748575458,0.011568350274960448,0.010956498568959472,0.7380212032657194,0.017347520039911246,0.01773080960873563,0.015901530678882638,0.007437529504133554,0.028745809571380284,10833.40552687463,0.03102731280705484,0.02448816275682475,0.5307379512676387,0.033115517063066646,0.05700302492384168,0.9148873568057863,0.12648659356856795,0.06553602386443591,0.22244251005268204,0.12760746526228622,0.23169647432442855
1.0103295472105043,0.0036810231428228146,0.0039254881274377595,10830.066081548368,0.017979095253394917,0.018448736855134484,0.3214853653640802,0.009736630748692188,0.0130290365561051,0.7229207113800824,0.02592243196319044,0.022508151689070055,0.02655577602006411,0.015190959776614709,0.050520721629606274,10833.434648139119,0.02482971362223907,0.02382686593591643,0.8117125071858737,0.07222563334611276,0.0651434371567895,0.38590639676997407,0.3351306993016074,0.19824907099300337,1.1652595844567255,0.22071358173221223,0.16653589624275122
1.0000354403816476,0.0028614346976747473,0.004057393182155478,10830.070387880747,0.019267063755251,0.019043624895857647,0.3111473166249038,0.009308455255044201,0.00902029473819066,0.7018913629497223,0.01892064031124452,0.017451646783960606,0.015386721432069258,0.0067957701105007835,0.02084495122193174,10833.406346973716,0.029114229229890043,0.025554536648996873,0.6437857327137683,0.04632351734647422,0.06848626740798025,0.8209178171776527,0.13053383332074853,0.09505086334712765,0.584665542376814,0.17221576394720006,0.21384766327732008
1.010653629452412,0.004140300015812892,0.00564593227719401,10830.040954752512,0.020012912069432787,0.019960972809712985,0.3196715668482677,0.011295869324802754,0.01021257822887045,0.7069037921748551,0.01971391338429962,0.01927679703424623,0.015177822888100592,0.006986468211271069,0.01802502175602616,10833.428383905355,0.02545157961503719,0.02778654185567575,0.7600642517846206,0.06751667244151394,0.12158329884350916,0.7322771308832572,0.2888122503564276,0.14137592800026222,0.8590693394189919,0.21773230270615618,0.3809768082582048
1.0077385874249252,0.0035781997252908315,0.004883385562406195,10830.031057386674,0.020232969816788682,0.017985212754865643,0.3247742119066471,0.01082782799929033,0.011907431027533333,0.7208153942774118,0.023178381480145283,0.02110126805324186,0.01669645745282413,0.008200291522639304,0.032654591288897895,10833.389780066685,0.02664343153082882,0.029641695129612344,0.7056266918753638,0.05732442873745813,0.08946531091199217,0.7567309479481354,0.21964991754892627,0.11840533806023101,0.7520882209358236,0.18842907382048257,0.2941702602129318
0.9960181092494329,0.0031451101771153844,0.003940851940802403,10830.097452659651,0.022817129307441064,0.023167749011918204,0.324172351737823,0.01328992205663404,0.014380712099258952,0.7136235540353979,0.02703682808463448,0.025517159248062415,0.023885605800919134,0.014242656236443222,0.0440012295716373,10833.411133384507,0.026849269766898942,0.03443725091710803,0.5663595570910529,0.04360283253369723,0.060149112337767985,0.9081668593506738,0.12074570111080618,0.09009595593819675,0.36447815316883536,0.17228409948845236,0.2199550141305372
1.0081346952134405,0.0049444690662456825,0.003924191669418153,10830.056162414552,0.022868250427563908,0.02071178221012815,0.2979813629972575,0.010792018140175164,0.0115416294145545,0.7200445750593589,0.0257124364440533,0.021464695228315622,0.018495758660079215,0.008964535119889625,0.025881231928564515,10833.46153415466,0.027758184440244804,0.029981949028297095,0.8740472265977317,0.09035501681563807,0.07075175470687445,0.3907511896338472,0.3529624519245325,0.22829851280075347,1.2906723668976223,0.25465078543307174,0.17016739481437582
0.9993421859209368,0.0038383036900202505,0.0052476009507964605,10830.06528228266,0.023673557569054537,0.021514452348128543,0.34846530150777766,0.012812194370842744,0.013168330766545278,0.7428880642062934,0.025288177928411204,0.02325379453462506,0.021664326311437145,0.01250981892293657,0.04063691653379838,10833.423277640437,0.03237657847967057,0.0334165964541171,0.5926475289389073,0.05337963385191713,0.0859185167024723,0.8921323472091425,0.1761562871749126,0.09636162050156594,0.44417482469014147,0.20415892310468603,0.31244240045614924
1.00503157465601,0.0035715389944832587,0.004696136170591725,10830.052398602274,0.02126089434386813,0.019344178412211477,0.3219607515578987,0.012678426629446071,0.013474775614270074,0.73811847328231,0.023853465453374745,0.02585586518005134,0.018912172184952003,0.009733998404014968,0.03210691193898146,10833.443533994436,0.03440873530053068,0.033465320122559206,0.594177869008219,0.04746051002991025,0.08063293692288676,0.9508333674681652,0.15269590806656486,0.10480813668642741,0.36910915683581913,0.21165740822262682,0.28403446109895836
1.0062136258579586,0.002741055900274514,0.002674247013763953,10830.082105806057,0.018575644035081496,0.016941020672675222,0.34512446805045127,0.010481333960429051,0.010119829358218702,0.751868908764271,0.019324379552600357,0.018958397742326882,0.01524339919974457,0.006831803636017155,0.018431393082263384,10833.355468650867,0.04191299240301305,0.04211752901392174,0.5134559672520038,0.04152497894175089,0.04279312044606365,0.0714901290323035,0.05747774705039442,0.2583632156728215,1.2649452200151088,0.14292921335983189,0.11109111560888807
1.000219474579046,0.002682738655519712,0.0027450360993177547,10830.115622130188,0.016991985858112457,0.01731446543817583,0.3309484774077164,0.009134271870160304,0.009483656754484204,0.7412540717642118,0.019937897885582312,0.01864048895293191,0.014963377616639836,0.006513375175879712,0.02077558455746502,10833.333110459553,0.0350754380779108,0.03703285259689437,0.5001699673512644,0.03873617942205004,0.041646306495160546,0.04466321314882988,0.03279659123838008,0.1580136612528086,1.2147676221321446,0.10512677310650287,0.09384559217801502
1.0042593990364528,0.0027735888008217913,0.0029303786861343273,10830.098658785968,0.018029901850241004,0.018410959466564236,0.33793386953221016,0.00923892224735895,0.0105339164973835,0.7570095244933241,0.020510674554101493,0.018805222076224593,0.016157457050090446,0.007463169087494623,0.023577545275842493,10833.349984619552,0.03711201198530034,0.04000047100817028,0.5110916955420273,0.03960582333215912,0.04284417813205954,0.042446732878902896,0.03023926328552308,0.13467251906191513,1.255403632337736,0.10259839242213098,0.10466384132633233
1.0042351513417667,0.002713762942640363,0.0027815605273167066,10830.096425278449,0.01746153098429204,0.018781967944960343,0.35276734434361523,0.008811843716882872,0.009736595396647119,0.7752833600729387,0.017307140692849665,0.01804534105883615,0.013635559287081545,0.005391779320526004,0.01667620031729671,10833.356823423852,0.03607395917060785,0.03936973803138244,0.5356775879569322,0.03783054597773683,0.04055074121764923,0.055650447050189136,0.0415486724238734,0.15133728255402062,1.2795043264625305,0.09299606534246951,0.09208387384776628
1.004458711744424,0.002526277570413793,0.0023237811108023365,10830.04698295514,0.013159178330170107,0.013535553514884668,0.30188841080331313,0.00668715884188692,0.006709662215584167,0.7118300166857436,0.013644956586160939,0.013888846284253575,0.012670713351018797,0.004666218640358046,0.011232873363217467,10833.417284825202,0.03210390641288541,0.03170847878209315,0.580432095271694,0.03521352459479421,0.03536700164913775,0.04048637749785597,0.02820458977209403,0.0949737569938433,1.3520655476333396,0.07581170467786413,0.08191866440107787
1.007267012250809,0.002617154098689456,0.0025585755098009866,10830.051171733647,0.01432031528747757,0.01569134536475758,0.3104756860166198,0.00725064117207308,0.007092733224958014,0.7363935902333296,0.0156085954160331,0.014252697764195688,0.01121970352093972,0.0033417084848165416,0.010942781282057303,10833.421318546563,0.036547742816765094,0.037893855303991586,0.6514466058687758,0.04285002842356744,0.042167095136514066,0.06336424744891167,0.04818551022946061,0.17777932256950277,1.5377595568614653,0.10800044229616601,0.09267498368690763
1.0078527602972884,0.002380545085457264,0.0025804533311919453,10830.033500754098,0.012186493026092649,0.013237269386081607,0.30665868877828517,0.006153805125148848,0.006889644552023455,0.707299374717872,0.014471844743452533,0.014191331740570412,0.011674724226935933,0.0037936968452200875,0.010970958063044583,10833.445843852845,0.036921067017829046,0.03664994433893298,0.6410873389932952,0.03644995134341822,0.04319287142989914,0.04860448360094449,0.035762960318261705,0.13601113382680136,1.495100368619182,0.09050887016039888,0.09243792931471217
1.0005093335596338,0.0022037913845188717,0.0022164943580007535,10830.063365275062,0.01259679480426712,0.012966513397259405,0.29669832391695716,0.006839644584476778,0.007255704085660175,0.6941612444561805,0.012832394295373861,0.013868887093469784,0.011932166129693098,0.004116225810187311,0.01168452089992189,10833.35352210842,0.02834048242220888,0.029422787249131943,0.505728165331429,0.027624366394318867,0.031089516734127187,0.03622819195251654,0.024381974376814455,0.08852538624662065,1.2262870310806795,0.0718661802305598,0.07227200777494569
