x, y
0.049999999999999996, 0.7623318385650224
0.05822825914012097, 0.7623318385650224
0.06781060324978164, 0.7668161434977576
0.08378992025204579, 0.7668161434977576
0.10266210845303866, 0.7668161434977576
0.12263128570229202, 0.7757847533632285
0.15152889307814824, 0.7937219730941703
0.21258182022361186, 0.8251121076233182
0.2907565397304766, 0.8565022421524662
0.38120099735400925, 0.8834080717488788
0.5083116908108974, 0.9103139013452912
0.6664301469656895, 0.9327354260089685
0.8518279207245532, 0.9506726457399103
1.135868199896972, 0.9730941704035874
1.5800937125801922, 0.9910313901345291
2.1611564894704465, 1.0089686098654707
3.189859000099475, 1.022421524663677
4.551491025514838, 1.0313901345291479
6.331528915884341, 1.0179372197309415
8.88258281569421, 0.9999999999999998
12.046665982967369, 0.9775784753363227